Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
8486,29,Male,Science,3.9,0,Manager,72556.59,No,371,74,Self-funded,Marketing Director,189064.59,International,Networking,Online,No,116508.0,0.0
8487,28,Male,Economics,2.51,4,Manager,72802.84,Yes,760,299,Self-funded,Marketing Director,112106.33,Domestic,Networking,On-Campus,No,39303.490000000005,0.142857
8488,31,Other,Business,3.26,1,Manager,85968.03,Yes,415,439,Employer,Finance Manager,96460.29,International,Career Growth,On-Campus,Yes,10492.259999999995,0.032258
8489,27,Male,Economics,3.82,3,Manager,92360.41,No,608,362,Employer,Startup Founder,60096.08,International,Networking,Online,No,-32264.33,0.111111
8490,22,Female,Economics,2.54,2,Manager,49791.5,No,582,354,Employer,Executive,103621.67,International,Entrepreneurship,On-Campus,Yes,53830.17,0.090909
8491,26,Male,Arts,3.77,10,Engineer,94266.89,No,697,354,Loan,Startup Founder,193773.38,International,Skill Enhancement,Online,Yes,99506.49,0.384615
8492,29,Male,Business,3.4,6,Manager,77371.06,Yes,459,359,Scholarship,Executive,70352.45,International,Skill Enhancement,On-Campus,Yes,-7018.610000000001,0.206897
8493,26,Male,Economics,2.48,6,Consultant,88458.46,Yes,501,376,Scholarship,Marketing Director,113046.04,International,Career Growth,Online,Yes,24587.579999999987,0.230769
8494,35,Female,Economics,4.0,3,Entrepreneur,36512.06,No,312,317,Self-funded,Finance Manager,164317.86,International,Skill Enhancement,Online,No,127805.79999999999,0.085714
8495,26,Male,Science,2.05,8,Manager,116043.93,No,329,12,Employer,Startup Founder,72620.72,International,Career Growth,Online,Yes,-43423.20999999999,0.307692
8496,28,Male,Arts,2.62,3,Consultant,65701.44,Yes,496,303,Loan,Consultant,106437.13,Domestic,Skill Enhancement,Online,Yes,40735.69,0.107143
8497,37,Male,Economics,3.91,1,Engineer,81766.31,No,712,286,Self-funded,Finance Manager,133903.82,Domestic,Skill Enhancement,On-Campus,No,52137.51000000001,0.027027
8498,22,Female,Business,2.21,0,Consultant,99651.12,Yes,683,285,Loan,Startup Founder,151327.23,Domestic,Career Growth,On-Campus,No,51676.110000000015,0.0
8499,24,Female,Engineering,3.15,6,Analyst,136759.57,No,659,403,Loan,Consultant,136897.84,Domestic,Skill Enhancement,Online,No,138.26999999998952,0.25
8500,28,Female,Engineering,3.44,5,Analyst,59196.55,No,621,435,Self-funded,Marketing Director,99888.24,International,Networking,On-Campus,Yes,40691.69,0.178571
8501,22,Male,Arts,4.0,0,Consultant,42196.65,No,679,94,Employer,Finance Manager,129721.07,International,Career Growth,On-Campus,No,87524.42000000001,0.0
8502,25,Female,Engineering,2.87,1,Manager,68607.03,No,476,438,Loan,Startup Founder,67841.36,Domestic,Career Growth,Online,No,-765.6699999999983,0.04
8503,24,Female,Science,4.0,0,Manager,75108.23,No,279,462,Self-funded,Marketing Director,79768.32,International,Career Growth,On-Campus,Yes,4660.090000000011,0.0
8504,30,Female,Science,2.77,0,Manager,96573.53,Yes,631,315,Loan,Executive,72885.71,Domestic,Career Growth,Online,No,-23687.819999999992,0.0
8505,30,Female,Business,2.5,6,Consultant,120695.69,No,300,325,Scholarship,Marketing Director,130258.19,Domestic,Entrepreneurship,On-Campus,No,9562.5,0.2
8506,35,Female,Arts,3.19,3,Analyst,85016.03,Yes,781,35,Loan,Startup Founder,194269.91,International,Career Growth,Online,No,109253.88,0.085714
8507,25,Male,Arts,3.33,1,Analyst,114963.1,No,528,142,Self-funded,Marketing Director,77837.7,International,Entrepreneurship,On-Campus,No,-37125.40000000001,0.04
8508,23,Female,Engineering,2.94,0,Engineer,101751.14,Yes,374,233,Self-funded,Startup Founder,63578.54,International,Skill Enhancement,On-Campus,Yes,-38172.6,0.0
8509,25,Female,Economics,2.87,5,Analyst,56178.42,No,497,290,Self-funded,Finance Manager,179671.87,International,Skill Enhancement,Online,Yes,123493.45,0.2
8510,25,Male,Economics,2.78,8,Analyst,38266.92,Yes,607,52,Employer,Startup Founder,57800.47,International,Skill Enhancement,On-Campus,Yes,19533.550000000003,0.32
8511,29,Male,Economics,3.08,4,Entrepreneur,48325.73,Yes,390,113,Employer,Finance Manager,69371.45,Domestic,Networking,Online,Yes,21045.719999999994,0.137931
8512,23,Other,Business,3.88,0,Analyst,34555.79,Yes,706,3,Loan,Startup Founder,130099.62,International,Entrepreneurship,On-Campus,Yes,95543.82999999999,0.0
8513,22,Male,Arts,3.24,0,Consultant,65798.13,No,348,218,Scholarship,Marketing Director,114377.16,Domestic,Skill Enhancement,Online,Yes,48579.03,0.0
8514,30,Female,Engineering,2.71,4,Manager,60004.7,No,730,134,Loan,Consultant,204237.86,International,Networking,On-Campus,No,144233.15999999997,0.133333
8515,27,Male,Business,3.75,0,Consultant,35531.14,Yes,490,242,Loan,Startup Founder,244808.56,International,Career Growth,Online,Yes,209277.41999999998,0.0
8516,24,Male,Science,2.61,4,Manager,108223.8,Yes,263,26,Loan,Marketing Director,110385.9,International,Entrepreneurship,On-Campus,No,2162.0999999999913,0.166667
8517,30,Male,Science,3.79,7,Manager,70508.11,Yes,340,293,Scholarship,Executive,60419.46,Domestic,Career Growth,Online,Yes,-10088.650000000001,0.233333
8518,25,Male,Science,2.07,1,Engineer,44427.0,Yes,538,113,Employer,Finance Manager,155040.48,International,Skill Enhancement,Online,No,110613.48000000001,0.04
8519,29,Male,Arts,2.52,5,Analyst,115663.37,No,443,250,Loan,Executive,118769.35,International,Networking,Online,No,3105.9800000000105,0.172414
8520,24,Male,Science,2.12,9,Engineer,139175.92,No,411,288,Loan,Marketing Director,111566.13,Domestic,Skill Enhancement,Online,Yes,-27609.790000000008,0.375
8521,30,Female,Economics,2.0,1,Manager,98147.69,Yes,326,166,Scholarship,Finance Manager,106635.5,International,Entrepreneurship,Online,Yes,8487.809999999998,0.033333
8522,26,Other,Science,3.21,1,Entrepreneur,53817.23,Yes,368,276,Loan,Marketing Director,184239.84,Domestic,Networking,On-Campus,Yes,130422.60999999999,0.038462
8523,26,Male,Business,2.75,5,Entrepreneur,60663.96,Yes,260,356,Loan,Startup Founder,139659.09,International,Skill Enhancement,On-Campus,Yes,78995.13,0.192308
8524,22,Female,Science,4.0,2,Engineer,131707.26,No,344,171,Employer,Finance Manager,88052.12,International,Skill Enhancement,Online,No,-43655.140000000014,0.090909
8525,33,Female,Economics,2.92,3,Engineer,68864.96,No,716,332,Loan,Executive,134819.5,Domestic,Networking,Online,Yes,65954.54,0.090909
8526,29,Female,Science,2.8,7,Analyst,95349.56,No,388,80,Self-funded,Executive,195462.12,International,Networking,Online,Yes,100112.56,0.241379
8527,23,Female,Engineering,3.25,7,Engineer,76355.51,No,751,414,Scholarship,Executive,137583.55,Domestic,Entrepreneurship,On-Campus,No,61228.03999999999,0.304348
8528,28,Male,Economics,3.05,1,Engineer,122102.08,Yes,780,28,Self-funded,Startup Founder,195129.15,International,Entrepreneurship,On-Campus,No,73027.06999999999,0.035714
8529,28,Male,Arts,3.61,4,Consultant,85858.74,No,591,123,Scholarship,Consultant,198794.69,Domestic,Career Growth,Online,Yes,112935.95,0.142857
8530,31,Male,Science,3.4,3,Engineer,47823.86,Yes,760,168,Loan,Executive,203768.58,International,Networking,On-Campus,No,155944.71999999997,0.096774
8531,30,Male,Business,2.12,10,Engineer,72661.08,No,470,542,Scholarship,Marketing Director,80903.48,International,Skill Enhancement,On-Campus,No,8242.399999999994,0.333333
8532,25,Female,Science,3.15,7,Consultant,104050.51,Yes,593,352,Loan,Marketing Director,196669.77,Domestic,Entrepreneurship,Online,Yes,92619.26,0.28
8533,22,Male,Business,2.76,7,Manager,76597.71,Yes,377,233,Employer,Consultant,92847.33,International,Skill Enhancement,Online,Yes,16249.619999999995,0.318182
8534,36,Female,Engineering,2.83,9,Manager,52982.45,No,487,507,Self-funded,Finance Manager,121286.32,International,Networking,On-Campus,No,68303.87000000001,0.25
8535,24,Female,Arts,4.0,5,Consultant,44620.64,Yes,800,155,Loan,Executive,152478.23,Domestic,Career Growth,On-Campus,No,107857.59000000001,0.208333
8536,23,Other,Economics,2.73,2,Analyst,67573.02,Yes,530,118,Employer,Finance Manager,177272.08,International,Entrepreneurship,On-Campus,Yes,109699.05999999998,0.086957
8537,30,Female,Economics,3.0,1,Engineer,92251.93,Yes,602,199,Loan,Executive,126332.28,International,Entrepreneurship,On-Campus,No,34080.350000000006,0.033333
8538,35,Male,Arts,2.95,2,Analyst,93032.82,No,261,237,Self-funded,Finance Manager,98242.77,Domestic,Skill Enhancement,Online,Yes,5209.949999999997,0.057143
8539,22,Female,Engineering,2.1,4,Entrepreneur,41434.85,No,535,377,Scholarship,Executive,136421.02,International,Networking,Online,Yes,94986.16999999998,0.181818
8540,23,Male,Engineering,3.04,8,Analyst,34659.38,Yes,614,96,Self-funded,Consultant,67922.77,International,Skill Enhancement,On-Campus,Yes,33263.39000000001,0.347826
8541,30,Female,Science,3.37,2,Engineer,79225.81,Yes,604,39,Employer,Startup Founder,98029.05,International,Entrepreneurship,On-Campus,Yes,18803.240000000005,0.066667
8542,24,Female,Engineering,3.08,0,Manager,75179.63,No,308,57,Scholarship,Executive,118387.32,International,Entrepreneurship,Online,Yes,43207.69,0.0
8543,32,Female,Science,2.78,11,Engineer,108180.43,No,746,76,Scholarship,Marketing Director,179694.29,Domestic,Networking,Online,No,71513.86000000002,0.34375
8544,24,Male,Business,3.72,8,Engineer,61900.39,No,671,273,Loan,Executive,135294.88,Domestic,Career Growth,Online,Yes,73394.49,0.333333
8545,31,Female,Arts,2.0,5,Engineer,66547.12,No,607,508,Self-funded,Marketing Director,99712.72,International,Entrepreneurship,On-Campus,Yes,33165.600000000006,0.16129
8546,28,Male,Business,2.68,4,Analyst,89086.65,No,739,80,Employer,Executive,224038.37,Domestic,Networking,On-Campus,Yes,134951.72,0.142857
8547,31,Male,Business,3.59,0,Manager,74785.83,Yes,682,55,Scholarship,Consultant,99036.17,Domestic,Entrepreneurship,On-Campus,Yes,24250.339999999997,0.0
8548,32,Female,Business,3.79,2,Manager,79936.92,No,263,110,Self-funded,Executive,121518.3,International,Skill Enhancement,On-Campus,Yes,41581.380000000005,0.0625
8549,29,Male,Business,3.02,0,Analyst,99988.37,No,373,102,Self-funded,Startup Founder,108014.63,International,Entrepreneurship,Online,Yes,8026.260000000009,0.0
8550,28,Other,Economics,3.44,9,Analyst,87990.54,No,771,197,Self-funded,Finance Manager,101349.75,Domestic,Skill Enhancement,Online,No,13359.210000000006,0.321429
8551,23,Male,Engineering,2.58,3,Analyst,54782.64,No,548,227,Self-funded,Marketing Director,72536.65,Domestic,Entrepreneurship,Online,No,17754.009999999995,0.130435
8552,29,Female,Arts,2.61,1,Entrepreneur,124989.85,No,673,306,Loan,Finance Manager,113152.57,International,Entrepreneurship,On-Campus,Yes,-11837.279999999999,0.034483
8553,32,Male,Arts,3.69,2,Entrepreneur,51802.3,No,440,310,Loan,Marketing Director,79299.66,International,Entrepreneurship,Online,Yes,27497.36,0.0625
8554,22,Female,Business,3.8,0,Engineer,52092.14,Yes,712,25,Employer,Startup Founder,138824.5,International,Networking,On-Campus,No,86732.36,0.0
8555,29,Female,Arts,2.38,5,Entrepreneur,91402.75,Yes,559,186,Employer,Consultant,68209.51,International,Career Growth,Online,Yes,-23193.240000000005,0.172414
8556,23,Female,Science,2.33,4,Analyst,38139.7,No,716,67,Employer,Consultant,161357.83,Domestic,Career Growth,On-Campus,No,123218.12999999999,0.173913
8557,22,Male,Arts,2.01,6,Analyst,41812.26,Yes,471,128,Loan,Marketing Director,170337.28,International,Career Growth,On-Campus,No,128525.01999999999,0.272727
8558,22,Female,Business,2.57,7,Analyst,87506.45,No,447,239,Scholarship,Executive,195764.2,Domestic,Career Growth,On-Campus,Yes,108257.75000000001,0.318182
8559,29,Male,Arts,3.65,8,Manager,104150.93,Yes,619,299,Self-funded,Startup Founder,108098.26,International,Entrepreneurship,On-Campus,Yes,3947.3300000000017,0.275862
8560,36,Male,Engineering,3.28,2,Manager,100240.57,Yes,641,1,Loan,Startup Founder,201413.29,Domestic,Career Growth,On-Campus,Yes,101172.72,0.055556
8561,26,Male,Business,3.07,5,Entrepreneur,36039.41,Yes,579,435,Loan,Startup Founder,180471.41,International,Skill Enhancement,Online,Yes,144432.0,0.192308
8562,30,Female,Economics,3.26,7,Consultant,84715.64,No,264,5,Loan,Finance Manager,144348.11,Domestic,Networking,Online,Yes,59632.46999999999,0.233333
8563,33,Male,Engineering,3.49,0,Consultant,105916.97,No,287,164,Employer,Finance Manager,140785.3,International,Career Growth,On-Campus,Yes,34868.32999999999,0.0
8564,28,Female,Arts,2.12,6,Analyst,37462.67,No,799,500,Employer,Startup Founder,75941.75,Domestic,Entrepreneurship,Online,No,38479.08,0.214286
8565,29,Female,Economics,3.15,6,Manager,37469.34,Yes,428,63,Employer,Startup Founder,59034.04,Domestic,Skill Enhancement,Online,Yes,21564.700000000004,0.206897
8566,22,Male,Engineering,4.0,11,Engineer,88305.91,No,720,87,Scholarship,Finance Manager,63083.8,Domestic,Networking,Online,No,-25222.11,0.5
8567,34,Female,Science,2.55,3,Entrepreneur,89656.51,No,639,279,Self-funded,Marketing Director,130994.93,International,Entrepreneurship,Online,No,41338.42,0.088235
8568,33,Male,Engineering,3.87,5,Manager,76646.6,No,589,431,Self-funded,Finance Manager,151744.66,International,Entrepreneurship,On-Campus,Yes,75098.06,0.151515
8569,28,Female,Economics,3.5,9,Analyst,28852.5,No,492,427,Loan,Executive,185737.98,International,Entrepreneurship,On-Campus,Yes,156885.48,0.321429
8570,23,Male,Science,2.03,6,Analyst,62125.64,Yes,447,189,Self-funded,Startup Founder,122220.07,Domestic,Entrepreneurship,On-Campus,Yes,60094.43000000001,0.26087
8571,30,Female,Arts,2.29,3,Consultant,110569.28,No,731,83,Scholarship,Marketing Director,215215.68,Domestic,Entrepreneurship,Online,No,104646.4,0.1
8572,24,Male,Business,3.1,4,Analyst,50866.43,No,374,295,Loan,Marketing Director,89747.74,International,Networking,Online,Yes,38881.310000000005,0.166667
8573,24,Male,Arts,2.78,4,Analyst,123371.97,No,678,81,Self-funded,Finance Manager,194020.67,Domestic,Entrepreneurship,On-Campus,Yes,70648.70000000001,0.166667
8574,26,Male,Business,3.2,4,Engineer,39864.76,No,260,257,Employer,Marketing Director,88694.24,International,Skill Enhancement,On-Campus,No,48829.48,0.153846
8575,36,Male,Business,2.29,4,Entrepreneur,57092.16,Yes,355,264,Scholarship,Consultant,104940.37,Domestic,Skill Enhancement,On-Campus,No,47848.20999999999,0.111111
8576,24,Male,Economics,3.49,4,Engineer,55750.81,Yes,500,271,Employer,Finance Manager,152201.36,International,Skill Enhancement,On-Campus,Yes,96450.54999999999,0.166667
8577,29,Male,Science,2.63,6,Consultant,90992.79,No,404,304,Loan,Finance Manager,151202.39,International,Entrepreneurship,On-Campus,No,60209.60000000002,0.206897
8578,30,Male,Science,2.76,9,Manager,52489.94,No,800,337,Employer,Finance Manager,108779.93,International,Career Growth,On-Campus,Yes,56289.98999999999,0.3
8579,26,Female,Engineering,2.54,6,Consultant,62425.11,No,626,372,Employer,Executive,151173.0,International,Skill Enhancement,Online,No,88747.89,0.230769
8580,22,Female,Arts,3.22,8,Analyst,41714.2,Yes,643,530,Self-funded,Consultant,163985.54,Domestic,Networking,On-Campus,Yes,122271.34000000001,0.363636
8581,22,Female,Economics,2.1,1,Entrepreneur,33976.39,Yes,320,263,Scholarship,Marketing Director,122557.79,Domestic,Career Growth,Online,Yes,88581.4,0.045455
8582,30,Female,Arts,2.51,2,Analyst,26655.17,Yes,651,51,Self-funded,Startup Founder,109362.74,Domestic,Networking,On-Campus,No,82707.57,0.066667
8583,27,Female,Engineering,2.21,3,Entrepreneur,95603.33,No,392,223,Scholarship,Consultant,65345.03,Domestic,Career Growth,Online,Yes,-30258.300000000003,0.111111
8584,26,Female,Engineering,2.37,7,Entrepreneur,91092.7,Yes,676,470,Loan,Finance Manager,89374.02,Domestic,Entrepreneurship,On-Campus,No,-1718.679999999993,0.269231
8585,22,Male,Economics,2.55,1,Entrepreneur,59022.8,Yes,430,211,Loan,Startup Founder,165081.63,International,Entrepreneurship,On-Campus,No,106058.83,0.045455
8586,28,Female,Engineering,3.01,3,Manager,108664.64,No,550,214,Self-funded,Finance Manager,205045.7,International,Skill Enhancement,On-Campus,No,96381.06000000001,0.107143
8587,35,Male,Economics,3.61,3,Consultant,72027.63,No,432,26,Employer,Executive,118932.14,International,Networking,On-Campus,Yes,46904.509999999995,0.085714
8588,36,Female,Engineering,3.43,8,Manager,78234.61,No,511,207,Loan,Finance Manager,107920.32,International,Skill Enhancement,Online,Yes,29685.710000000006,0.222222
8589,28,Female,Science,3.1,8,Manager,89350.02,Yes,496,27,Scholarship,Consultant,175863.98,International,Networking,On-Campus,Yes,86513.96,0.285714
8590,30,Male,Economics,2.0,0,Manager,52759.99,Yes,476,355,Scholarship,Executive,140472.17,Domestic,Networking,Online,No,87712.18000000002,0.0
8591,26,Female,Science,3.65,10,Engineer,102233.71,Yes,685,220,Employer,Finance Manager,151625.18,Domestic,Skill Enhancement,On-Campus,Yes,49391.46999999999,0.384615
8592,22,Male,Science,2.22,2,Engineer,68331.01,No,379,214,Loan,Consultant,127912.46,Domestic,Skill Enhancement,Online,Yes,59581.45000000001,0.090909
8593,22,Male,Economics,3.25,4,Engineer,32785.89,Yes,420,142,Employer,Marketing Director,108120.97,International,Networking,Online,No,75335.08,0.181818
8594,28,Male,Arts,4.0,3,Manager,67951.44,Yes,335,479,Loan,Finance Manager,129594.18,International,Entrepreneurship,On-Campus,Yes,61642.73999999999,0.107143
8595,23,Female,Business,3.56,1,Analyst,87981.17,No,572,383,Scholarship,Executive,173800.18,Domestic,Entrepreneurship,Online,No,85819.01,0.043478
8596,34,Female,Engineering,2.65,4,Engineer,128995.89,No,376,353,Scholarship,Marketing Director,125876.5,International,Networking,On-Campus,Yes,-3119.3899999999994,0.117647
8597,28,Female,Engineering,2.4,1,Engineer,93829.26,No,621,202,Scholarship,Finance Manager,66513.98,International,Career Growth,Online,No,-27315.28,0.035714
8598,28,Male,Arts,2.0,6,Manager,39267.8,No,301,198,Employer,Marketing Director,145042.99,International,Career Growth,Online,Yes,105775.18999999999,0.214286
8599,31,Female,Business,3.36,0,Consultant,74596.79,Yes,490,14,Self-funded,Startup Founder,194761.71,Domestic,Networking,Online,Yes,120164.92,0.0
8600,26,Female,Arts,3.09,9,Analyst,111756.97,Yes,604,11,Self-funded,Startup Founder,112137.57,International,Entrepreneurship,On-Campus,Yes,380.6000000000058,0.346154
8601,24,Male,Business,3.34,9,Entrepreneur,40167.62,No,782,52,Self-funded,Executive,162714.92,Domestic,Networking,On-Campus,No,122547.30000000002,0.375
8602,23,Female,Economics,2.04,0,Entrepreneur,58232.3,No,532,403,Scholarship,Finance Manager,209659.48,Domestic,Skill Enhancement,Online,No,151427.18,0.0
8603,29,Male,Economics,3.35,2,Analyst,100666.06,No,443,477,Loan,Consultant,205992.94,International,Entrepreneurship,On-Campus,No,105326.88,0.068966
8604,29,Male,Science,3.58,4,Manager,53955.46,No,686,369,Employer,Marketing Director,56422.24,International,Entrepreneurship,On-Campus,No,2466.779999999999,0.137931
8605,27,Male,Science,2.2,6,Consultant,89837.7,No,561,396,Scholarship,Consultant,92493.7,Domestic,Networking,On-Campus,Yes,2656.0,0.222222
8606,29,Female,Economics,2.77,8,Consultant,75888.19,No,677,411,Self-funded,Executive,160428.7,International,Skill Enhancement,Online,No,84540.51000000001,0.275862
8607,34,Male,Science,3.5,5,Entrepreneur,63755.36,Yes,800,509,Self-funded,Marketing Director,96849.04,International,Entrepreneurship,Online,Yes,33093.67999999999,0.147059
8608,22,Male,Economics,2.79,3,Consultant,117299.67,Yes,460,346,Loan,Finance Manager,101346.54,Domestic,Entrepreneurship,Online,No,-15953.130000000005,0.136364
8609,22,Male,Arts,2.42,5,Entrepreneur,72749.57,No,751,275,Employer,Finance Manager,159112.02,International,Career Growth,Online,No,86362.44999999998,0.227273
8610,33,Male,Engineering,2.18,5,Engineer,131167.17,No,413,403,Scholarship,Consultant,218992.95,International,Career Growth,On-Campus,Yes,87825.78,0.151515
8611,23,Male,Economics,3.86,6,Manager,111427.59,Yes,260,314,Self-funded,Consultant,83880.31,International,Career Growth,On-Campus,No,-27547.28,0.26087
8612,28,Male,Economics,2.17,8,Consultant,82213.44,Yes,324,365,Scholarship,Executive,234291.68,Domestic,Career Growth,Online,Yes,152078.24,0.285714
8613,37,Female,Economics,2.39,6,Manager,59067.08,No,726,269,Employer,Executive,187313.0,International,Skill Enhancement,Online,Yes,128245.92,0.162162
8614,22,Male,Science,3.59,1,Engineer,118461.01,No,277,75,Loan,Marketing Director,83677.92,Domestic,Entrepreneurship,Online,Yes,-34783.09,0.045455
8615,22,Female,Science,3.4,5,Analyst,40192.25,Yes,491,304,Loan,Startup Founder,136493.17,Domestic,Entrepreneurship,On-Campus,No,96300.92000000001,0.227273
8616,32,Female,Science,3.28,1,Analyst,87628.86,Yes,298,15,Loan,Finance Manager,188308.58,Domestic,Career Growth,On-Campus,Yes,100679.71999999999,0.03125
8617,38,Male,Science,2.96,4,Analyst,57669.89,No,260,427,Scholarship,Marketing Director,82002.54,Domestic,Entrepreneurship,On-Campus,No,24332.649999999994,0.105263
8618,22,Male,Arts,3.4,1,Entrepreneur,109220.0,No,363,1,Scholarship,Startup Founder,102247.78,International,Entrepreneurship,Online,Yes,-6972.220000000001,0.045455
8619,28,Female,Economics,3.12,0,Entrepreneur,65151.94,No,609,367,Loan,Finance Manager,203827.02,Domestic,Career Growth,On-Campus,Yes,138675.08,0.0
8620,22,Male,Arts,3.72,9,Analyst,81530.54,No,366,373,Scholarship,Consultant,108310.76,Domestic,Skill Enhancement,Online,No,26780.22,0.409091
8621,25,Male,Science,2.5,9,Engineer,31183.41,No,415,299,Loan,Marketing Director,202469.5,International,Entrepreneurship,Online,No,171286.09,0.36
8622,28,Male,Arts,2.49,8,Entrepreneur,69935.9,Yes,412,312,Employer,Executive,123812.73,Domestic,Skill Enhancement,On-Campus,Yes,53876.83,0.285714
8623,24,Female,Economics,2.08,0,Analyst,109656.17,No,268,420,Scholarship,Executive,120326.55,International,Entrepreneurship,On-Campus,Yes,10670.380000000005,0.0
8624,30,Female,Economics,3.31,0,Manager,128258.59,Yes,585,24,Scholarship,Marketing Director,164174.95,Domestic,Entrepreneurship,On-Campus,Yes,35916.360000000015,0.0
8625,23,Other,Science,3.38,2,Analyst,64610.65,No,260,30,Loan,Finance Manager,65431.12,Domestic,Career Growth,Online,Yes,820.4700000000012,0.086957
8626,31,Female,Economics,2.32,0,Analyst,36781.95,Yes,413,408,Loan,Consultant,165613.14,International,Entrepreneurship,On-Campus,No,128831.19000000002,0.0
8627,29,Male,Arts,2.52,6,Manager,41151.61,No,387,61,Loan,Marketing Director,55588.67,International,Career Growth,Online,No,14437.059999999998,0.206897
8628,32,Male,Business,2.22,6,Entrepreneur,102716.82,Yes,406,99,Scholarship,Startup Founder,134778.22,Domestic,Career Growth,Online,Yes,32061.399999999994,0.1875
8629,30,Male,Economics,2.91,8,Manager,57912.18,No,684,423,Loan,Consultant,124124.77,International,Skill Enhancement,Online,Yes,66212.59,0.266667
8630,32,Male,Arts,4.0,0,Entrepreneur,91332.84,No,482,191,Self-funded,Executive,115717.01,Domestic,Networking,On-Campus,Yes,24384.17,0.0
8631,33,Male,Arts,3.65,6,Engineer,38132.97,Yes,362,236,Scholarship,Consultant,105237.28,Domestic,Networking,On-Campus,Yes,67104.31,0.181818
8632,22,Male,Arts,2.0,7,Entrepreneur,70439.48,No,491,386,Scholarship,Finance Manager,205620.59,International,Skill Enhancement,Online,No,135181.11,0.318182
8633,23,Male,Economics,2.63,8,Consultant,114079.72,No,284,243,Loan,Finance Manager,70019.98,International,Networking,On-Campus,Yes,-44059.740000000005,0.347826
8634,22,Male,Business,2.11,3,Entrepreneur,116110.25,No,413,337,Scholarship,Consultant,48353.77,Domestic,Career Growth,On-Campus,Yes,-67756.48000000001,0.136364
8635,28,Male,Science,3.29,7,Consultant,63975.63,Yes,625,139,Scholarship,Executive,89272.4,International,Entrepreneurship,On-Campus,Yes,25296.769999999997,0.25
8636,26,Other,Science,2.97,2,Entrepreneur,42722.19,No,492,494,Scholarship,Consultant,118007.26,Domestic,Entrepreneurship,Online,Yes,75285.06999999999,0.076923
8637,32,Female,Economics,4.0,9,Manager,52866.35,Yes,335,391,Self-funded,Executive,108824.7,International,Entrepreneurship,On-Campus,No,55958.35,0.28125
8638,28,Other,Economics,3.46,0,Entrepreneur,62020.4,Yes,539,131,Self-funded,Marketing Director,161283.99,International,Career Growth,Online,Yes,99263.59,0.0
8639,30,Male,Engineering,3.24,2,Analyst,93713.58,Yes,482,50,Loan,Finance Manager,74452.65,International,Networking,On-Campus,Yes,-19260.930000000008,0.066667
8640,30,Male,Business,3.85,0,Entrepreneur,131403.81,Yes,800,107,Scholarship,Consultant,89070.34,Domestic,Entrepreneurship,On-Campus,Yes,-42333.47,0.0
8641,37,Male,Arts,3.65,1,Manager,46465.95,No,465,524,Self-funded,Consultant,155118.54,International,Entrepreneurship,On-Campus,No,108652.59000000001,0.027027
8642,31,Male,Arts,2.64,2,Manager,93575.32,No,640,243,Employer,Executive,76559.79,Domestic,Entrepreneurship,Online,Yes,-17015.530000000013,0.064516
8643,22,Male,Science,3.05,10,Entrepreneur,65538.9,Yes,727,211,Loan,Startup Founder,108213.14,International,Skill Enhancement,On-Campus,No,42674.240000000005,0.454545
8644,22,Female,Economics,3.04,5,Entrepreneur,57629.76,No,627,164,Loan,Executive,228148.17,International,Entrepreneurship,Online,Yes,170518.41,0.227273
8645,25,Other,Business,3.09,5,Entrepreneur,78869.73,No,308,415,Employer,Startup Founder,164386.13,Domestic,Skill Enhancement,Online,Yes,85516.40000000001,0.2
8646,22,Male,Science,2.36,7,Engineer,33198.99,Yes,611,16,Loan,Consultant,144623.41,International,Skill Enhancement,On-Campus,Yes,111424.42000000001,0.318182
8647,22,Male,Business,2.33,10,Consultant,109063.98,Yes,800,270,Employer,Finance Manager,109994.49,Domestic,Career Growth,On-Campus,Yes,930.5100000000093,0.454545
8648,22,Male,Economics,2.56,9,Entrepreneur,54361.86,No,564,143,Employer,Marketing Director,189089.36,Domestic,Entrepreneurship,On-Campus,No,134727.5,0.409091
8649,31,Male,Arts,2.0,2,Entrepreneur,49503.46,No,406,209,Scholarship,Finance Manager,99400.15,International,Entrepreneurship,Online,Yes,49896.689999999995,0.064516
8650,22,Male,Engineering,3.98,2,Consultant,51758.31,Yes,549,464,Loan,Finance Manager,198009.35,International,Entrepreneurship,On-Campus,Yes,146251.04,0.090909
8651,22,Male,Business,3.26,8,Analyst,112257.11,Yes,456,332,Employer,Marketing Director,190659.94,International,Entrepreneurship,On-Campus,Yes,78402.83,0.363636
8652,31,Male,Arts,3.22,2,Engineer,28257.55,Yes,800,70,Scholarship,Consultant,243918.98,International,Entrepreneurship,On-Campus,Yes,215661.43000000002,0.064516
8653,22,Male,Business,3.43,7,Engineer,31351.26,No,260,165,Loan,Executive,170216.84,International,Entrepreneurship,Online,Yes,138865.58,0.318182
8654,32,Male,Business,3.57,8,Analyst,55014.55,No,790,61,Loan,Finance Manager,49554.12,International,Entrepreneurship,On-Campus,Yes,-5460.43,0.25
8655,22,Male,Business,4.0,7,Consultant,89030.45,No,757,179,Scholarship,Executive,74392.87,International,Entrepreneurship,Online,No,-14637.580000000002,0.318182
